neuron_id,spike_time
1,0.1448
1,0.2854
1,0.4290
1,0.4458
1,0.4510
1,0.5385
1,0.6234
1,0.8115
1,0.8163
1,0.8793
1,0.8835
1,0.9491
1,1.0533
1,1.0766
1,1.1508
1,1.1600
1,1.1655
1,1.1845
1,1.2388
1,1.2636
1,1.3387
1,1.3522
1,1.4629
1,1.5367
1,1.5762
1,1.6013
1,1.6286
1,1.6333
1,1.6441
1,1.6853
1,1.7087
1,1.7849
1,1.8275
1,1.8418
1,1.8696
1,1.9082
1,1.9289
1,1.9483
1,2.0012
1,2.0191
1,2.0994
1,2.1831
1,2.2484
1,2.2528
1,2.3211
1,2.4026
1,2.4702
1,2.4870
1,2.5064
1,2.5163
1,2.5377
1,2.5390
1,2.5490
1,2.6282
1,2.8688
1,2.9027
1,2.9198
1,2.9438
1,2.9655
1,2.9733
1,3.0385
1,3.1214
1,3.2122
1,3.5318
1,3.6587
1,3.7577
1,3.8205
1,3.8562
1,3.8589
1,3.9165
1,3.9539
1,4.0447
1,4.1668
1,4.1868
1,4.1898
1,4.2455
1,4.3992
1,4.4486
1,4.5769
1,4.6223
1,4.7014
1,4.7188
1,4.7269
1,4.7354
1,4.7425
1,4.7458
1,4.8492
1,4.8762
1,4.8994
1,4.9557
1,4.9670
1,5.0825
1,5.1603
1,5.1801
1,5.1922
1,5.2241
1,5.2425
1,5.2470
1,5.2774
1,5.4129
1,5.4737
1,5.6593
1,5.7825
1,5.8498
1,5.9612
1,6.0050
1,6.0693
1,6.0921
1,6.1053
1,6.2345
1,6.2429
1,6.2542
1,6.2729
1,6.3312
1,6.3561
1,6.3973
1,6.5273
1,6.6201
1,6.6907
1,6.7010
1,6.7726
1,6.7999
1,6.8074
1,6.8314
1,6.8357
1,6.8908
1,6.9493
1,6.9670
1,6.9698
1,7.1341
1,7.1827
1,7.2723
1,7.2935
1,7.3945
1,7.4933
1,7.4989
1,7.8259
1,7.8665
1,7.9506
1,7.9653
1,8.0245
1,8.0418
1,8.1389
1,8.1668
1,8.2137
1,8.2455
1,8.2909
1,8.3193
1,8.3562
1,8.3580
1,8.4535
1,8.6046
1,8.6396
1,8.8446
1,8.8547
1,9.0223
1,9.0443
1,9.0845
1,9.2313
1,9.2389
1,9.2504
1,9.3312
1,9.3904
1,9.4077
1,9.4344
1,9.4796
1,9.5939
1,9.6155
1,9.6616
1,9.6829
1,9.7012
1,9.8297
1,9.8632
1,9.9438
1,9.9621
1,9.9733
1,10.0420
1,10.1274
1,10.1846
1,10.2561
1,10.3175
1,10.3832
1,10.5189
1,10.6889
1,10.7288
1,10.7343
