neuron_id,spike_time
1,0.0613
1,0.4328
1,0.8043
1,1.1612
1,1.2168
1,1.3095
1,1.3144
1,1.8412
1,2.2806
1,2.5647
1,2.9188
1,3.0339
1,3.1517
1,3.1705
1,3.2239
1,3.4386
1,3.4533
1,4.3150
1,4.4270
1,4.5568
1,4.6444
1,5.1578
1,5.1614
1,5.1631
1,5.4212
1,5.4470
1,5.4858
1,5.5382
1,6.0458
1,6.1445
1,6.4009
1,6.5716
1,7.0329
1,7.1552
1,7.2045
1,7.4183
1,7.4602
1,7.5569
1,7.5753
1,7.9105
1,8.0263
1,8.2820
1,8.4121
1,8.5412
1,8.5876
1,8.7174
1,8.9270
1,8.9569
1,9.3373
1,9.6733
1,9.7086
1,9.8028
1,9.9405
2,0.1405
2,0.1569
2,0.1687
2,0.1784
2,0.1923
2,0.2684
2,0.2717
2,0.3868
2,0.8685
2,1.3937
2,1.5565
2,1.8244
2,2.4120
2,2.9988
2,3.1476
2,3.6138
2,3.7543
2,3.9313
2,4.0339
2,4.2984
2,4.8258
2,5.1618
2,5.2713
2,5.2859
2,5.5082
2,5.5411
2,5.6595
2,5.8656
2,5.8835
2,6.0428
2,6.1528
2,6.1697
2,6.2787
2,6.7663
2,6.8562
2,7.0579
2,7.2769
2,7.2888
2,7.4824
2,7.6389
2,7.9455
2,7.9871
2,8.2701
2,8.3064
2,8.5130
2,8.5381
2,8.6848
2,8.9194
2,8.9950
2,9.0187
2,9.1456
2,9.2523
2,9.2576
2,9.5693
2,9.6491
2,9.6541
2,9.9376
3,0.4928
3,1.0790
3,1.6211
3,1.6420
3,2.0647
3,2.3425
3,2.3757
3,2.4600
3,2.4930
3,2.5146
3,2.6072
3,2.6252
3,2.7338
3,2.8264
3,2.8700
3,2.8836
3,3.0708
3,3.4160
3,3.4513
3,3.4768
3,3.7170
3,3.7183
3,4.1070
3,4.6088
3,4.7301
3,4.8345
3,4.9744
3,5.3368
3,5.3549
3,5.3777
3,5.4630
3,5.4859
3,5.9906
3,6.2557
3,6.3650
3,6.3766
3,6.6010
3,6.6263
3,6.8145
3,6.8393
3,8.2362
3,8.8473
3,8.9857
3,9.1109
3,9.4890
3,9.5060
3,9.5855
3,9.8097
3,9.8455
3,9.9427
3,9.9433
3,9.9747
4,0.4588
4,0.7186
4,0.8753
4,0.9466
4,1.0016
4,1.2349
4,1.4112
4,1.7281
4,2.1846
4,2.4682
4,2.6196
4,2.7999
4,2.8686
4,2.8808
4,2.9970
4,3.0003
4,3.0964
4,3.2404
4,3.3924
4,3.4592
4,3.6110
4,3.9714
4,4.1158
4,4.6057
4,4.9634
4,4.9797
4,5.2438
4,5.3571
4,5.4568
4,6.2388
4,6.7122
4,6.8502
4,6.8667
4,6.8990
4,6.9548
4,7.4789
4,7.5097
4,7.8423
4,7.9825
4,8.0958
4,8.4564
4,8.7229
4,8.9883
4,9.2360
4,9.2550
4,9.2644
4,9.3884
4,9.8944
4,9.9654
5,0.2764
5,0.7858
5,0.9283
5,1.0195
5,1.1085
5,1.7882
5,1.8787
5,2.0239
5,2.5212
5,3.0046
5,3.0116
5,3.1505
5,3.2996
5,3.4059
5,3.4401
5,3.6405
5,3.6931
5,3.8978
5,4.0320
5,4.6392
5,4.8168
5,4.8827
5,5.1473
5,5.1841
5,5.4943
5,5.5131
5,6.0468
5,6.1179
5,6.1259
5,6.7611
5,7.2049
5,7.5284
5,7.6530
5,7.7565
5,8.1636
5,8.3800
5,8.4307
5,8.5478
5,8.5536
5,8.6930
5,8.7627
5,8.8013
5,8.8089
5,8.9535
5,9.7479
5,9.7996
6,0.0811
6,0.2716
6,0.5380
6,0.5862
6,0.7104
6,0.7930
6,0.8059
6,0.9344
6,1.0934
6,1.3121
6,1.4429
6,1.8411
6,1.8418
6,2.5749
6,2.5943
6,2.7026
6,2.9121
6,3.0419
6,3.0847
6,3.1055
6,3.1832
6,3.4265
6,3.5164
6,3.8183
6,3.8637
6,3.9977
6,4.0743
6,4.1770
6,4.2189
6,4.4691
6,4.4837
6,4.7897
6,4.8582
6,4.9326
6,5.0932
6,5.2101
6,6.2259
6,6.3177
6,6.5813
6,7.0759
6,7.3384
6,7.4522
6,7.4535
6,7.6975
6,8.1109
6,8.2841
6,8.3701
6,8.8171
6,8.9425
6,9.0559
6,9.4136
6,9.4262
6,9.5337
6,9.5377
6,9.8574
