neuron_id,spike_time
1,0.0805
1,0.1211
1,0.1779
1,0.2295
1,0.2480
1,0.4028
1,0.5994
1,0.8014
1,0.8148
1,1.5733
1,1.5801
1,1.8743
1,2.1092
1,2.2583
1,2.3430
1,2.3493
1,2.3751
1,2.4683
1,2.4860
1,2.4971
1,2.5747
1,2.7902
1,2.9814
1,3.0799
1,3.1273
1,3.1344
1,3.2665
1,3.4513
1,3.6313
1,3.7486
1,4.0530
1,4.1606
1,4.3483
1,4.3896
1,4.4088
1,4.4291
1,4.4459
1,4.4537
1,4.4928
1,4.5192
1,4.6990
1,4.7631
1,4.8182
1,4.8681
1,4.8915
1,4.9518
1,4.9785
1,5.2526
1,5.2545
1,5.4372
1,5.4842
1,5.5128
1,5.5887
1,5.6322
1,5.6431
1,5.7150
1,5.8317
1,5.9606
1,6.0367
1,6.1808
1,6.3711
1,6.4224
1,6.4529
1,6.5580
1,6.6212
1,6.8584
1,6.9135
1,6.9960
1,7.0732
1,7.3376
1,7.4118
1,7.4414
1,7.4864
1,7.5940
1,7.6483
1,7.6796
1,7.9860
1,8.0061
1,8.0329
1,8.0772
1,8.0990
1,8.2154
1,8.2746
1,8.3723
1,8.5081
1,8.6809
1,8.7267
1,8.8657
1,8.9011
1,9.0168
1,9.0425
1,9.0684
1,9.0929
1,9.1024
1,9.2628
1,9.3277
1,9.3308
1,9.3454
1,9.4024
1,9.4125
1,9.4604
1,9.5433
1,9.6821
1,9.7241
1,9.7307
1,9.8818
2,0.0435
2,0.3483
2,0.4278
2,0.6191
2,0.6624
2,0.6889
2,0.8014
2,0.8521
2,1.0546
2,1.1905
2,1.3601
2,1.5057
2,1.5801
2,1.6616
2,1.9837
2,2.3751
2,2.3871
2,2.4683
2,2.4817
2,2.4947
2,2.4971
2,2.6952
2,2.8161
2,2.9814
2,3.1647
2,3.3139
2,3.3340
2,3.4513
2,3.4839
2,3.5657
2,3.5821
2,3.6212
2,4.1178
2,4.1754
2,4.2122
2,4.2757
2,4.4928
2,4.5192
2,4.5710
2,4.7266
2,4.7548
2,4.7560
2,4.8185
2,4.8401
2,4.8681
2,4.8915
2,5.1354
2,5.1506
2,5.2484
2,5.2545
2,5.3937
2,5.8037
2,5.8317
2,5.8452
2,5.9606
2,6.0932
2,6.2023
2,6.3711
2,6.4224
2,6.4495
2,6.4529
2,6.5006
2,6.5482
2,6.5580
2,6.5843
2,6.7334
2,6.8262
2,6.8584
2,6.9499
2,6.9960
2,7.1332
2,7.2980
2,7.4118
2,7.4474
2,7.4864
2,7.6472
2,7.6521
2,7.8671
2,8.0529
2,8.0990
2,8.1155
2,8.1498
2,8.2513
2,8.5081
2,8.5407
2,8.5873
2,8.7267
2,8.7920
2,8.8657
2,9.0168
2,9.0425
2,9.1024
2,9.2162
2,9.2731
2,9.3308
2,9.4604
2,9.8818
2,9.8878
2,9.8964
2,9.9018
3,0.1678
3,0.3077
3,0.4034
3,0.5233
3,0.5481
3,0.6094
3,0.7151
3,0.8716
3,0.8884
3,1.1066
3,1.1153
3,1.7811
3,1.8658
3,1.8809
3,1.9475
3,1.9991
3,2.0413
3,2.1251
3,2.3026
3,2.3109
3,2.4450
3,2.7432
3,3.0640
3,3.0684
3,3.2034
3,3.4283
3,3.5244
3,3.5408
3,3.6185
3,3.6605
3,3.9422
3,3.9749
3,4.1266
3,4.1569
3,4.4816
3,4.5007
3,4.5872
3,4.6363
3,5.0090
3,5.0827
3,5.1530
3,5.1631
3,5.2479
3,5.2773
3,5.3030
3,5.5287
3,5.5929
3,5.7469
3,5.9814
3,6.0370
3,6.0899
3,6.1740
3,6.2202
3,6.3668
3,6.4122
3,6.6225
3,6.7417
3,6.9784
3,7.0333
3,7.2792
3,7.3430
3,7.3564
3,7.4124
3,7.4958
3,7.5070
3,7.6367
3,7.6635
3,7.6741
3,7.7707
3,7.7708
3,7.8171
3,7.8629
3,8.0177
